,Date,Original,Corpus,Class
17,2001-09-17, monetary policy home  news events accessibility last update september  ,monetary policy home news event accessibility last update september,0
18,2001-09-17,federal open market committee decided today lower target federal funds rate  basis points  percent,federal open market committee decide today low target federal fund rate basis point percent,0
19,2001-09-17,related action board governors approved  basis point reduction discount rate   percent,related action board governor approve basis point reduction discount rate percent,0
20,2001-09-17,federal reserve continue supply unusually large volumes liquidity financial markets needed normal market functioning restored,federal reserve continue supply unusually large volume liquidity financial market need normal market function restore,0
21,2001-09-17,consequence fomc recognizes actual federal funds rate may target occasion unusual circumstances,consequence fomc recognizes actual federal fund rate may target occasion unusual circumstance,0
22,2001-09-17,even tragic events last week employment production business spending remained weak last week events potential damp spending further,even tragic event last week employment production business spending remain weak last week event potential damp spending far,0
23,2001-09-17,nonetheless long term prospects productivity growth economy remain favorable become evident unusual forces restraining demand abate,nonetheless long term prospect productivity growth economy remain favorable become evident unusual force restrain demand abate,0
24,2001-09-17,foreseeable future committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness,foreseeable future committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness,0
25,2001-09-17,taking discount rate action federal reserve board approved requests submitted boards directors federal reserve banks richmond chicago minneapolis dallas san francisco,take discount rate action federal reserve board approve request submit board director federal reserve bank richmond chicago minneapolis dallas san francisco,0
26,2001-09-17, monetary policy home  news events accessibility last update september  ,monetary policy home news event accessibility last update september,0
27,2001-09-17,federal open market committee decided today lower target federal funds rate  basis points  percent,federal open market committee decide today low target federal fund rate basis point percent,0
28,2001-09-17,related action board governors approved  basis point reduction discount rate   percent,related action board governor approve basis point reduction discount rate percent,0
29,2001-09-17,federal reserve continue supply unusually large volumes liquidity financial markets needed normal market functioning restored,federal reserve continue supply unusually large volume liquidity financial market need normal market function restore,0
30,2001-09-17,consequence fomc recognizes actual federal funds rate may target occasion unusual circumstances,consequence fomc recognizes actual federal fund rate may target occasion unusual circumstance,0
31,2001-09-17,even tragic events last week employment production business spending remained weak last week events potential damp spending further,even tragic event last week employment production business spending remain weak last week event potential damp spending far,0
32,2001-09-17,nonetheless long term prospects productivity growth economy remain favorable become evident unusual forces restraining demand abate,nonetheless long term prospect productivity growth economy remain favorable become evident unusual force restrain demand abate,0
33,2001-09-17,foreseeable future committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness,foreseeable future committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness,0
34,2001-09-17,taking discount rate action federal reserve board approved requests submitted boards directors federal reserve banks richmond chicago minneapolis dallas san francisco,take discount rate action federal reserve board approve request submit board director federal reserve bank richmond chicago minneapolis dallas san francisco,0
35,2001-09-17, monetary policy home  news events accessibility last update september  ,monetary policy home news event accessibility last update september,0
36,2001-09-17,even tragic events last week employment production business spending remained weak last week events potential damp spending further,even tragic event last week employment production business spending remain weak last week event potential damp spending far,0
37,2001-09-17,nonetheless long term prospects productivity growth economy remain favorable become evident unusual forces restraining demand abate,nonetheless long term prospect productivity growth economy remain favorable become evident unusual force restrain demand abate,0
38,2001-09-17,foreseeable future committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness,foreseeable future committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness,0
39,2001-09-17,taking discount rate action federal reserve board approved requests submitted boards directors federal reserve banks richmond chicago minneapolis dallas san francisco,take discount rate action federal reserve board approve request submit board director federal reserve bank richmond chicago minneapolis dallas san francisco,0
40,2001-09-17, monetary policy home  news events accessibility last update september  ,monetary policy home news event accessibility last update september,0
41,2001-09-17,taking discount rate action federal reserve board approved requests submitted boards directors federal reserve banks richmond chicago minneapolis dallas san francisco,take discount rate action federal reserve board approve request submit board director federal reserve bank richmond chicago minneapolis dallas san francisco,0
42,2001-09-17, monetary policy home  news events accessibility last update september  ,monetary policy home news event accessibility last update september,0
43,2001-09-17, monetary policy home  news events accessibility last update september  ,monetary policy home news event accessibility last update september,0
